feature,manual_decision_status,final_encoding_decision,final_missing_handling_decision,final_validation_decision,manual_risk_level,manual_check_needed,manual_check_reason,drop_now,next_stage_use
pos_latest_status_signed_flag,route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,rare_side_validation_later | group_redundancy_review_later,medium,no,missing_is_structured_history_absence_or_unknown; rare_side_binary; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
pos_status_canceled_count_max,risk_corrected_and_route_refined,keep_rare_binary_with_structured_missing_indicator_validate_later,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,near_constant_or_extreme_rare_side_validation_later | group_redundancy_review_later,medium,yes,missing_is_structured_history_absence_or_unknown; extreme_rare_side_or_almost_constant; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
pos_status_canceled_count_sum,risk_corrected_and_route_refined,keep_rare_binary_with_structured_missing_indicator_validate_later,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,near_constant_or_extreme_rare_side_validation_later | group_redundancy_review_later,medium,yes,missing_is_structured_history_absence_or_unknown; extreme_rare_side_or_almost_constant; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
prev_latest_approved_flag,risk_corrected_and_route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,group_redundancy_review_later,low,no,missing_is_structured_history_absence_or_unknown; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
prev_latest_canceled_flag,risk_corrected_and_route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,group_redundancy_review_later,low,no,missing_is_structured_history_absence_or_unknown; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
prev_latest_cash_loan_flag,route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,group_redundancy_review_later,low,no,missing_is_structured_history_absence_or_unknown; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
prev_latest_consumer_loan_flag,route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,group_redundancy_review_later,low,no,missing_is_structured_history_absence_or_unknown; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
prev_latest_has_down_payment,risk_corrected_and_route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,group_redundancy_review_later,low,no,missing_is_structured_history_absence_or_unknown; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
prev_latest_has_interest_rate,route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,rare_side_validation_later | group_redundancy_review_later,medium,no,missing_is_structured_history_absence_or_unknown; rare_side_binary; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
prev_latest_insured_on_approval,route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,group_redundancy_review_later | missing_signal_validation_later,medium,no,missing_is_structured_history_absence_or_unknown; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
prev_latest_last_appl_in_day,route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,rare_side_validation_later | group_redundancy_review_later,medium,no,missing_is_structured_history_absence_or_unknown; rare_side_binary; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
prev_latest_refused_flag,route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,group_redundancy_review_later,low,no,missing_is_structured_history_absence_or_unknown; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
prev_latest_revolving_loan_flag,route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,group_redundancy_review_later,low,no,missing_is_structured_history_absence_or_unknown; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
prev_latest_unused_offer_flag,risk_corrected_and_route_refined,keep_binary_with_structured_missing_indicator,treat_missing_as_structured_no_history_or_unknown; keep_missing_indicator_candidate,group_redundancy_review_later,low,no,missing_is_structured_history_absence_or_unknown; same_source_group_redundancy_review_later,no,"use binary decision only; validate target signal, redundancy, and missing-signal impact later"
